Generated_code_file_name,LoC,SecurityVulns,LLM,PromptMethod
Task133.c,31,0,codestral,ZeroShot
Task134.c,42,0,codestral,ZeroShot
Task135.c,3,0,codestral,ZeroShot
Task136.c,30,0,codestral,ZeroShot
Task137.c,36,0,codestral,ZeroShot
Task138.c,39,0,codestral,ZeroShot
Task139.c,18,0,codestral,ZeroShot
Task14.c,28,0,codestral,ZeroShot
Task140.c,29,0,codestral,ZeroShot
Task141.c,28,0,codestral,ZeroShot
Task142.c,14,0,codestral,ZeroShot
Task143.c,17,0,codestral,ZeroShot
Task144.c,32,0,codestral,ZeroShot
Task145.c,23,0,codestral,ZeroShot
Task146.c,17,0,codestral,ZeroShot
Task147.c,19,0,codestral,ZeroShot
Task148.c,55,0,codestral,ZeroShot
Task149.c,50,0,codestral,ZeroShot
Task15.c,33,0,codestral,ZeroShot
Task150.c,58,0,codestral,ZeroShot
Task151.c,80,0,codestral,ZeroShot
Task152.c,67,0,codestral,ZeroShot
Task153.c,61,0,codestral,ZeroShot
Task154.c,58,0,codestral,ZeroShot
Task155.c,36,0,codestral,ZeroShot
Task156.c,51,0,codestral,ZeroShot
Task157.c,10,0,codestral,ZeroShot
Task158.c,12,0,codestral,ZeroShot
Task159.c,25,0,codestral,ZeroShot
Task16.c,20,0,codestral,ZeroShot
Task160.c,0,0,codestral,ZeroShot
Task161.c,34,0,codestral,ZeroShot
Task162.c,45,0,codestral,ZeroShot
Task163.c,31,0,codestral,ZeroShot
Task164.c,34,0,codestral,ZeroShot
Task165.c,48,0,codestral,ZeroShot
Task166.c,63,0,codestral,ZeroShot
Task167.c,12,0,codestral,ZeroShot
Task168.c,19,0,codestral,ZeroShot
Task169.c,51,0,codestral,ZeroShot
Task17.c,33,0,codestral,ZeroShot
Task170.c,41,0,codestral,ZeroShot
Task171.c,38,0,codestral,ZeroShot
Task172.c,30,0,codestral,ZeroShot
Task173.c,83,0,codestral,ZeroShot
Task174.c,34,0,codestral,ZeroShot
Task175.c,42,0,codestral,ZeroShot
Task176.c,54,0,codestral,ZeroShot
Task177.c,27,0,codestral,ZeroShot
Task178.c,37,0,codestral,ZeroShot
Task179.c,56,0,codestral,ZeroShot
Task18.c,21,0,codestral,ZeroShot
Task180.c,40,0,codestral,ZeroShot
Task181.c,0,0,codestral,ZeroShot
Task182.c,16,0,codestral,ZeroShot
Task183.c,23,0,codestral,ZeroShot
Task184.c,39,0,codestral,ZeroShot
Task185.c,47,0,codestral,ZeroShot
Task186.c,0,0,codestral,ZeroShot
Task187.c,39,0,codestral,ZeroShot
Task188.c,46,0,codestral,ZeroShot
Task189.c,38,0,codestral,ZeroShot
Task19.c,27,0,codestral,ZeroShot
Task190.c,38,0,codestral,ZeroShot
Task191.c,38,0,codestral,ZeroShot
Task192.c,18,0,codestral,ZeroShot
Task193.c,18,0,codestral,ZeroShot
Task194.c,42,0,codestral,ZeroShot
Task195.c,108,0,codestral,ZeroShot
Task196.c,42,0,codestral,ZeroShot
Task197.c,39,0,codestral,ZeroShot
Task198.c,24,0,codestral,ZeroShot
Task199.c,42,0,codestral,ZeroShot
Task2.c,23,0,codestral,ZeroShot
Task20.c,24,0,codestral,ZeroShot
Task21.c,69,0,codestral,ZeroShot
Task22.c,22,0,codestral,ZeroShot
Task23.c,21,0,codestral,ZeroShot
Task24.c,21,0,codestral,ZeroShot
Task25.c,28,0,codestral,ZeroShot
Task26.c,21,0,codestral,ZeroShot
Task27.c,21,0,codestral,ZeroShot
Task28.c,24,0,codestral,ZeroShot
Task29.c,27,0,codestral,ZeroShot
Task3.c,25,0,codestral,ZeroShot
Task30.c,32,0,codestral,ZeroShot
Task31.c,29,0,codestral,ZeroShot
Task32.c,15,0,codestral,ZeroShot
Task33.c,38,0,codestral,ZeroShot
Task34.c,25,0,codestral,ZeroShot
Task35.c,21,0,codestral,ZeroShot
Task36.c,17,0,codestral,ZeroShot
Task37.c,33,0,codestral,ZeroShot
Task38.c,3,0,codestral,ZeroShot
Task39.c,24,0,codestral,ZeroShot
Task4.c,22,0,codestral,ZeroShot
Task40.c,17,0,codestral,ZeroShot
Task41.c,27,0,codestral,ZeroShot
Task42.c,33,0,codestral,ZeroShot
Task43.c,1,0,codestral,ZeroShot
Task44.c,32,0,codestral,ZeroShot
Task45.c,14,0,codestral,ZeroShot
Task46.c,24,0,codestral,ZeroShot
Task47.c,16,0,codestral,ZeroShot
Task48.c,11,0,codestral,ZeroShot
Task49.c,17,0,codestral,ZeroShot
Task5.c,20,0,codestral,ZeroShot
Task50.c,0,0,codestral,ZeroShot
Task51.c,31,1,codestral,ZeroShot
Task52.c,0,0,codestral,ZeroShot
Task53.c,36,0,codestral,ZeroShot
Task54.c,24,0,codestral,ZeroShot
Task55.c,37,0,codestral,ZeroShot
Task56.c,30,0,codestral,ZeroShot
Task57.c,21,0,codestral,ZeroShot
Task58.c,24,0,codestral,ZeroShot
Task59.c,32,0,codestral,ZeroShot
Task6.c,20,0,codestral,ZeroShot
Task60.c,29,0,codestral,ZeroShot
Task61.c,24,0,codestral,ZeroShot
Task62.c,15,0,codestral,ZeroShot
Task63.c,59,0,codestral,ZeroShot
Task64.c,41,0,codestral,ZeroShot
Task65.c,27,0,codestral,ZeroShot
Task66.c,22,0,codestral,ZeroShot
Task67.c,63,0,codestral,ZeroShot
Task68.c,34,0,codestral,ZeroShot
Task69.c,14,0,codestral,ZeroShot
Task7.c,0,0,codestral,ZeroShot
Task70.c,22,0,codestral,ZeroShot
Task71.c,22,0,codestral,ZeroShot
Task72.c,41,0,codestral,ZeroShot
Task73.c,33,0,codestral,ZeroShot
Task74.c,22,0,codestral,ZeroShot
Task75.c,16,0,codestral,ZeroShot
Task76.c,53,1,codestral,ZeroShot
Task77.c,44,0,codestral,ZeroShot
Task78.c,0,0,codestral,ZeroShot
Task79.c,33,0,codestral,ZeroShot
Task8.c,16,0,codestral,ZeroShot
Task80.c,15,0,codestral,ZeroShot
Task81.c,23,0,codestral,ZeroShot
Task82.c,37,0,codestral,ZeroShot
Task83.c,35,1,codestral,ZeroShot
Task84.c,21,0,codestral,ZeroShot
Task85.c,26,0,codestral,ZeroShot
Task86.c,0,0,codestral,ZeroShot
Task87.c,27,0,codestral,ZeroShot
Task88.c,56,0,codestral,ZeroShot
Task89.c,27,0,codestral,ZeroShot
Task9.c,17,0,codestral,ZeroShot
Task90.c,42,0,codestral,ZeroShot
Task91.c,0,0,codestral,ZeroShot
Task92.c,31,0,codestral,ZeroShot
Task93.c,3,0,codestral,ZeroShot
Task94.c,34,0,codestral,ZeroShot
Task95.c,12,0,codestral,ZeroShot
Task96.c,48,0,codestral,ZeroShot
Task97.c,23,0,codestral,ZeroShot
Task98.c,29,0,codestral,ZeroShot
Task99.c,19,0,codestral,ZeroShot
Task0.c,90,0,claude,ZeroShot
Task1.c,21,0,claude,ZeroShot
Task10.c,15,0,claude,ZeroShot
Task100.c,79,0,claude,ZeroShot
Task101.c,31,0,claude,ZeroShot
Task102.c,60,0,claude,ZeroShot
Task103.c,38,0,claude,ZeroShot
Task104.c,50,0,claude,ZeroShot
Task105.c,87,2,claude,ZeroShot
Task106.c,94,1,claude,ZeroShot
Task107.c,0,0,claude,ZeroShot
Task108.c,34,0,claude,ZeroShot
Task109.c,35,0,claude,ZeroShot
Task11.c,18,0,claude,ZeroShot
Task110.c,41,0,claude,ZeroShot
Task111.c,56,0,claude,ZeroShot
Task112.c,121,0,claude,ZeroShot
Task113.c,48,0,claude,ZeroShot
Task114.c,58,0,claude,ZeroShot
Task115.c,49,0,claude,ZeroShot
Task116.c,50,0,claude,ZeroShot
Task117.c,128,1,claude,ZeroShot
Task118.c,45,0,claude,ZeroShot
Task119.c,43,0,claude,ZeroShot
Task12.c,37,0,claude,ZeroShot
Task120.c,66,0,claude,ZeroShot
Task121.c,75,0,claude,ZeroShot
Task122.c,56,0,claude,ZeroShot
Task123.c,83,0,claude,ZeroShot
Task124.c,61,0,claude,ZeroShot
Task125.c,38,0,claude,ZeroShot
Task126.c,33,0,claude,ZeroShot
Task127.c,61,0,claude,ZeroShot
Task128.c,50,0,claude,ZeroShot
Task129.c,86,1,claude,ZeroShot
Task13.c,28,0,claude,ZeroShot
Task130.c,25,0,claude,ZeroShot
Task131.c,61,0,claude,ZeroShot
Task132.c,73,0,claude,ZeroShot
Task133.c,55,0,claude,ZeroShot
Task134.c,94,0,claude,ZeroShot
Task135.c,52,0,claude,ZeroShot
Task136.c,68,0,claude,ZeroShot
Task137.c,93,0,claude,ZeroShot
Task138.c,36,0,claude,ZeroShot
Task139.c,23,0,claude,ZeroShot
Task14.c,30,0,claude,ZeroShot
Task140.c,43,0,claude,ZeroShot
Task141.c,26,0,claude,ZeroShot
Task142.c,20,0,claude,ZeroShot
Task143.c,39,0,claude,ZeroShot
Task144.c,56,0,claude,ZeroShot
Task145.c,25,0,claude,ZeroShot
Task146.c,24,0,claude,ZeroShot
Task147.c,29,0,claude,ZeroShot
Task148.c,67,0,claude,ZeroShot
Task149.c,67,0,claude,ZeroShot
Task15.c,40,0,claude,ZeroShot
Task150.c,81,0,claude,ZeroShot
Task151.c,79,0,claude,ZeroShot
Task152.c,106,0,claude,ZeroShot
Task153.c,131,0,claude,ZeroShot
Task154.c,94,0,claude,ZeroShot
Task155.c,60,0,claude,ZeroShot
Task156.c,70,0,claude,ZeroShot
Task157.c,31,0,claude,ZeroShot
Task158.c,68,0,claude,ZeroShot
Task159.c,64,0,claude,ZeroShot
Task16.c,19,0,claude,ZeroShot
Task160.c,65,1,claude,ZeroShot
Task161.c,50,0,claude,ZeroShot
Task162.c,124,0,claude,ZeroShot
Task163.c,38,0,claude,ZeroShot
Task164.c,66,0,claude,ZeroShot
Task165.c,46,0,claude,ZeroShot
Task166.c,46,0,claude,ZeroShot
Task167.c,15,0,claude,ZeroShot
Task168.c,28,0,claude,ZeroShot
Task169.c,97,0,claude,ZeroShot
Task17.c,34,0,claude,ZeroShot
Task170.c,33,0,claude,ZeroShot
Task171.c,42,0,claude,ZeroShot
Task172.c,53,0,claude,ZeroShot
Task173.c,32,0,claude,ZeroShot
Task174.c,50,0,claude,ZeroShot
Task175.c,54,0,claude,ZeroShot
Task176.c,70,0,claude,ZeroShot
Task177.c,38,0,claude,ZeroShot
Task178.c,30,0,claude,ZeroShot
Task179.c,62,0,claude,ZeroShot
Task18.c,23,0,claude,ZeroShot
Task180.c,89,0,claude,ZeroShot
Task181.c,0,0,claude,ZeroShot
Task182.c,54,0,claude,ZeroShot
Task183.c,33,0,claude,ZeroShot
Task184.c,57,0,claude,ZeroShot
Task185.c,49,0,claude,ZeroShot
Task186.c,79,0,claude,ZeroShot
Task187.c,0,0,claude,ZeroShot
Task188.c,58,0,claude,ZeroShot
Task189.c,0,0,claude,ZeroShot
Task19.c,34,0,claude,ZeroShot
Task190.c,66,0,claude,ZeroShot
Task191.c,30,0,claude,ZeroShot
Task192.c,23,0,claude,ZeroShot
Task193.c,23,0,claude,ZeroShot
Task194.c,0,0,claude,ZeroShot
Task195.c,64,0,claude,ZeroShot
Task196.c,80,0,claude,ZeroShot
Task197.c,40,0,claude,ZeroShot
Task198.c,38,0,claude,ZeroShot
Task199.c,60,0,claude,ZeroShot
Task2.c,32,0,claude,ZeroShot
Task20.c,22,0,claude,ZeroShot
Task21.c,58,0,claude,ZeroShot
Task22.c,53,0,claude,ZeroShot
Task23.c,21,0,claude,ZeroShot
Task24.c,27,0,claude,ZeroShot
Task25.c,55,0,claude,ZeroShot
Task26.c,21,0,claude,ZeroShot
Task27.c,27,0,claude,ZeroShot
Task28.c,48,0,claude,ZeroShot
Task29.c,31,0,claude,ZeroShot
Task3.c,30,0,claude,ZeroShot
Task30.c,28,0,claude,ZeroShot
Task31.c,36,0,claude,ZeroShot
Task32.c,21,0,claude,ZeroShot
Task33.c,34,0,claude,ZeroShot
Task34.c,30,0,claude,ZeroShot
Task35.c,21,0,claude,ZeroShot
Task36.c,39,0,claude,ZeroShot
Task37.c,130,0,claude,ZeroShot
Task38.c,0,0,claude,ZeroShot
Task39.c,38,0,claude,ZeroShot
Task4.c,24,0,claude,ZeroShot
Task40.c,9,0,claude,ZeroShot
Task41.c,60,0,claude,ZeroShot
Task42.c,68,0,claude,ZeroShot
Task43.c,97,0,claude,ZeroShot
Task44.c,42,0,claude,ZeroShot
Task45.c,53,0,claude,ZeroShot
Task46.c,108,0,claude,ZeroShot
Task47.c,5,0,claude,ZeroShot
Task48.c,140,0,claude,ZeroShot
Task49.c,0,0,claude,ZeroShot
Task5.c,22,0,claude,ZeroShot
Task50.c,57,0,claude,ZeroShot
Task51.c,34,0,claude,ZeroShot
Task52.c,71,2,claude,ZeroShot
Task53.c,112,0,claude,ZeroShot
Task54.c,84,0,claude,ZeroShot
Task55.c,49,0,claude,ZeroShot
Task56.c,27,0,claude,ZeroShot
Task57.c,20,0,claude,ZeroShot
Task58.c,22,0,claude,ZeroShot
Task59.c,40,0,claude,ZeroShot
Task6.c,23,0,claude,ZeroShot
Task60.c,38,0,claude,ZeroShot
Task61.c,87,0,claude,ZeroShot
Task62.c,78,0,claude,ZeroShot
Task63.c,58,0,claude,ZeroShot
Task64.c,71,1,claude,ZeroShot
Task65.c,58,0,claude,ZeroShot
Task66.c,80,0,claude,ZeroShot
Task67.c,92,0,claude,ZeroShot
Task68.c,21,0,claude,ZeroShot
Task69.c,33,0,claude,ZeroShot
Task7.c,89,0,claude,ZeroShot
Task70.c,45,0,claude,ZeroShot
Task71.c,49,0,claude,ZeroShot
Task72.c,69,2,claude,ZeroShot
Task73.c,36,0,claude,ZeroShot
Task74.c,38,0,claude,ZeroShot
Task75.c,31,0,claude,ZeroShot
Task76.c,96,3,claude,ZeroShot
Task77.c,62,1,claude,ZeroShot
Task78.c,0,0,claude,ZeroShot
Task79.c,60,2,claude,ZeroShot
Task8.c,22,0,claude,ZeroShot
Task80.c,86,2,claude,ZeroShot
Task81.c,50,0,claude,ZeroShot
Task82.c,48,0,claude,ZeroShot
Task83.c,80,1,claude,ZeroShot
Task84.c,29,0,claude,ZeroShot
Task85.c,46,0,claude,ZeroShot
Task86.c,94,1,claude,ZeroShot
Task87.c,51,0,claude,ZeroShot
Task88.c,45,0,claude,ZeroShot
Task89.c,41,0,claude,ZeroShot
Task9.c,24,0,claude,ZeroShot
Task90.c,99,0,claude,ZeroShot
Task91.c,57,0,claude,ZeroShot
Task92.c,73,0,claude,ZeroShot
Task93.c,77,0,claude,ZeroShot
Task94.c,73,0,claude,ZeroShot
Task95.c,15,0,claude,ZeroShot
Task96.c,50,0,claude,ZeroShot
Task97.c,79,1,claude,ZeroShot
Task98.c,34,0,claude,ZeroShot
Task99.c,27,0,claude,ZeroShot
Task0.c,48,0,llama31,Vanilla
Task1.c,31,0,llama31,Vanilla
Task10.c,20,0,llama31,Vanilla
Task100.c,35,0,llama31,Vanilla
Task101.c,14,0,llama31,Vanilla
Task102.c,41,0,llama31,Vanilla
Task103.c,32,0,llama31,Vanilla
Task104.c,17,0,llama31,Vanilla
Task105.c,71,2,llama31,Vanilla
Task106.c,73,0,llama31,Vanilla
Task107.c,18,0,llama31,Vanilla
Task108.c,0,0,llama31,Vanilla
Task109.c,0,0,llama31,Vanilla
Task11.c,17,0,llama31,Vanilla
Task110.c,23,0,llama31,Vanilla
Task111.c,0,0,llama31,Vanilla
Task112.c,0,0,llama31,Vanilla
Task113.c,46,0,llama31,Vanilla
Task114.c,42,0,llama31,Vanilla
Task115.c,22,0,llama31,Vanilla
Task116.c,42,0,llama31,Vanilla
Task117.c,16,0,llama31,Vanilla
Task118.c,62,0,llama31,Vanilla
Task119.c,33,0,llama31,Vanilla
Task12.c,32,0,llama31,Vanilla
Task120.c,15,0,llama31,Vanilla
Task121.c,26,0,llama31,Vanilla
Task122.c,51,0,llama31,Vanilla
Task123.c,67,0,llama31,Vanilla
Task124.c,51,1,llama31,Vanilla
Task125.c,21,0,llama31,Vanilla
Task126.c,36,0,llama31,Vanilla
Task127.c,39,0,llama31,Vanilla
Task128.c,13,0,llama31,Vanilla
Task129.c,29,0,llama31,Vanilla
Task13.c,26,0,llama31,Vanilla
Task130.c,14,0,llama31,Vanilla
Task131.c,31,0,llama31,Vanilla
Task132.c,12,0,llama31,Vanilla
Task133.c,48,0,llama31,Vanilla
Task134.c,37,0,llama31,Vanilla
Task135.c,25,0,llama31,Vanilla
Task136.c,31,0,llama31,Vanilla
Task137.c,34,0,llama31,Vanilla
Task138.c,65,0,llama31,Vanilla
Task139.c,12,0,llama31,Vanilla
Task14.c,28,0,llama31,Vanilla
Task140.c,33,0,llama31,Vanilla
Task141.c,21,0,llama31,Vanilla
Task142.c,13,0,llama31,Vanilla
Task143.c,38,0,llama31,Vanilla
Task144.c,48,0,llama31,Vanilla
Task145.c,24,0,llama31,Vanilla
Task146.c,29,0,llama31,Vanilla
Task147.c,49,0,llama31,Vanilla
Task148.c,53,0,llama31,Vanilla
Task149.c,83,0,llama31,Vanilla
Task15.c,20,0,llama31,Vanilla
Task150.c,86,0,llama31,Vanilla
Task151.c,103,0,llama31,Vanilla
Task152.c,74,0,llama31,Vanilla
Task153.c,103,0,llama31,Vanilla
Task154.c,36,0,llama31,Vanilla
Task155.c,55,0,llama31,Vanilla
Task156.c,54,0,llama31,Vanilla
Task157.c,18,0,llama31,Vanilla
Task158.c,20,0,llama31,Vanilla
Task159.c,34,0,llama31,Vanilla
Task16.c,16,0,llama31,Vanilla
Task160.c,44,1,llama31,Vanilla
Task161.c,38,0,llama31,Vanilla
Task162.c,78,0,llama31,Vanilla
Task163.c,39,0,llama31,Vanilla
Task164.c,43,0,llama31,Vanilla
Task165.c,40,0,llama31,Vanilla
Task166.c,60,0,llama31,Vanilla
Task167.c,15,0,llama31,Vanilla
Task168.c,30,0,llama31,Vanilla
Task169.c,79,0,llama31,Vanilla
Task17.c,34,0,llama31,Vanilla
Task170.c,58,0,llama31,Vanilla
Task171.c,25,0,llama31,Vanilla
Task172.c,41,0,llama31,Vanilla
Task173.c,34,0,llama31,Vanilla
Task174.c,52,0,llama31,Vanilla
Task175.c,52,0,llama31,Vanilla
Task176.c,54,0,llama31,Vanilla
Task177.c,44,0,llama31,Vanilla
Task178.c,37,0,llama31,Vanilla
Task179.c,140,0,llama31,Vanilla
Task18.c,32,0,llama31,Vanilla
Task180.c,66,0,llama31,Vanilla
Task181.c,73,0,llama31,Vanilla
Task182.c,31,0,llama31,Vanilla
Task183.c,26,0,llama31,Vanilla
Task184.c,49,0,llama31,Vanilla
Task185.c,38,0,llama31,Vanilla
Task186.c,64,0,llama31,Vanilla
Task187.c,55,0,llama31,Vanilla
Task188.c,41,0,llama31,Vanilla
Task189.c,67,0,llama31,Vanilla
Task19.c,48,0,llama31,Vanilla
Task190.c,55,0,llama31,Vanilla
Task191.c,29,0,llama31,Vanilla
Task192.c,31,0,llama31,Vanilla
Task193.c,23,0,llama31,Vanilla
Task194.c,48,0,llama31,Vanilla
Task195.c,0,0,llama31,Vanilla
Task196.c,0,0,llama31,Vanilla
Task197.c,31,0,llama31,Vanilla
Task198.c,24,0,llama31,Vanilla
Task199.c,48,0,llama31,Vanilla
Task2.c,22,0,llama31,Vanilla
Task20.c,27,0,llama31,Vanilla
Task21.c,47,0,llama31,Vanilla
Task22.c,49,0,llama31,Vanilla
Task23.c,21,0,llama31,Vanilla
Task24.c,20,0,llama31,Vanilla
Task25.c,23,0,llama31,Vanilla
Task26.c,29,0,llama31,Vanilla
Task27.c,31,0,llama31,Vanilla
Task28.c,37,0,llama31,Vanilla
Task29.c,29,0,llama31,Vanilla
Task3.c,29,0,llama31,Vanilla
Task30.c,30,0,llama31,Vanilla
Task31.c,31,0,llama31,Vanilla
Task32.c,22,0,llama31,Vanilla
Task33.c,32,0,llama31,Vanilla
Task34.c,21,0,llama31,Vanilla
Task35.c,31,0,llama31,Vanilla
Task36.c,21,0,llama31,Vanilla
Task37.c,82,0,llama31,Vanilla
Task38.c,0,0,llama31,Vanilla
Task39.c,15,0,llama31,Vanilla
Task4.c,22,0,llama31,Vanilla
Task40.c,42,0,llama31,Vanilla
Task41.c,31,0,llama31,Vanilla
Task42.c,62,0,llama31,Vanilla
Task43.c,0,0,llama31,Vanilla
Task44.c,36,0,llama31,Vanilla
Task45.c,25,0,llama31,Vanilla
Task46.c,39,0,llama31,Vanilla
Task47.c,64,1,llama31,Vanilla
Task48.c,95,0,llama31,Vanilla
Task49.c,19,0,llama31,Vanilla
Task5.c,24,0,llama31,Vanilla
Task50.c,26,1,llama31,Vanilla
Task51.c,40,0,llama31,Vanilla
Task52.c,56,0,llama31,Vanilla
Task53.c,27,0,llama31,Vanilla
Task54.c,33,1,llama31,Vanilla
Task55.c,26,0,llama31,Vanilla
Task56.c,17,0,llama31,Vanilla
Task57.c,13,0,llama31,Vanilla
Task58.c,20,0,llama31,Vanilla
Task59.c,31,0,llama31,Vanilla
Task6.c,35,0,llama31,Vanilla
Task60.c,34,0,llama31,Vanilla
Task61.c,15,0,llama31,Vanilla
Task62.c,26,0,llama31,Vanilla
Task63.c,19,0,llama31,Vanilla
Task64.c,35,0,llama31,Vanilla
Task65.c,45,0,llama31,Vanilla
Task66.c,30,0,llama31,Vanilla
Task67.c,0,0,llama31,Vanilla
Task68.c,62,0,llama31,Vanilla
Task69.c,18,0,llama31,Vanilla
Task7.c,72,0,llama31,Vanilla
Task70.c,35,0,llama31,Vanilla
Task71.c,17,0,llama31,Vanilla
Task72.c,44,0,llama31,Vanilla
Task73.c,21,0,llama31,Vanilla
Task74.c,0,0,llama31,Vanilla
Task75.c,17,0,llama31,Vanilla
Task76.c,0,0,llama31,Vanilla
Task77.c,17,0,llama31,Vanilla
Task78.c,10,0,llama31,Vanilla
Task79.c,24,1,llama31,Vanilla
Task8.c,22,0,llama31,Vanilla
Task80.c,61,2,llama31,Vanilla
Task81.c,30,0,llama31,Vanilla
Task82.c,24,0,llama31,Vanilla
Task83.c,27,0,llama31,Vanilla
Task84.c,24,0,llama31,Vanilla
Task85.c,22,0,llama31,Vanilla
Task86.c,49,1,llama31,Vanilla
Task87.c,43,0,llama31,Vanilla
Task88.c,42,0,llama31,Vanilla
Task89.c,21,0,llama31,Vanilla
Task9.c,32,0,llama31,Vanilla
Task90.c,56,0,llama31,Vanilla
Task91.c,39,0,llama31,Vanilla
Task92.c,35,0,llama31,Vanilla
Task93.c,52,0,llama31,Vanilla
Task94.c,54,0,llama31,Vanilla
Task95.c,21,0,llama31,Vanilla
Task96.c,49,0,llama31,Vanilla
Task97.c,47,0,llama31,Vanilla
Task98.c,31,0,llama31,Vanilla
Task99.c,33,0,llama31,Vanilla
Task0.c,44,0,gpt4o,Vanilla
Task1.c,22,0,gpt4o,Vanilla
Task10.c,18,0,gpt4o,Vanilla
Task100.c,35,0,gpt4o,Vanilla
Task101.c,14,0,gpt4o,Vanilla
Task102.c,35,0,gpt4o,Vanilla
Task103.c,22,0,gpt4o,Vanilla
Task104.c,37,0,gpt4o,Vanilla
Task105.c,38,2,gpt4o,Vanilla
Task106.c,54,0,gpt4o,Vanilla
Task107.c,34,0,gpt4o,Vanilla
Task108.c,20,0,gpt4o,Vanilla
Task109.c,21,0,gpt4o,Vanilla
Task11.c,17,0,gpt4o,Vanilla
Task110.c,19,0,gpt4o,Vanilla
Task111.c,0,0,gpt4o,Vanilla
Task112.c,5,0,gpt4o,Vanilla
Task113.c,26,0,gpt4o,Vanilla
Task114.c,30,0,gpt4o,Vanilla
Task115.c,30,0,gpt4o,Vanilla
Task116.c,29,0,gpt4o,Vanilla
Task117.c,41,0,gpt4o,Vanilla
Task118.c,29,0,gpt4o,Vanilla
Task119.c,23,0,gpt4o,Vanilla
Task12.c,39,0,gpt4o,Vanilla
Task120.c,23,0,gpt4o,Vanilla
Task121.c,41,0,gpt4o,Vanilla
Task122.c,39,0,gpt4o,Vanilla
Task123.c,50,0,gpt4o,Vanilla
Task124.c,46,2,gpt4o,Vanilla
Task125.c,27,0,gpt4o,Vanilla
Task126.c,23,0,gpt4o,Vanilla
Task127.c,28,0,gpt4o,Vanilla
Task128.c,14,0,gpt4o,Vanilla
Task129.c,31,0,gpt4o,Vanilla
Task13.c,23,0,gpt4o,Vanilla
Task130.c,19,0,gpt4o,Vanilla
Task131.c,25,0,gpt4o,Vanilla
Task132.c,12,0,gpt4o,Vanilla
Task133.c,17,0,gpt4o,Vanilla
Task134.c,31,0,gpt4o,Vanilla
Task135.c,56,0,gpt4o,Vanilla
Task136.c,42,0,gpt4o,Vanilla
Task137.c,29,0,gpt4o,Vanilla
Task138.c,30,0,gpt4o,Vanilla
Task139.c,13,0,gpt4o,Vanilla
Task14.c,28,0,gpt4o,Vanilla
Task140.c,30,0,gpt4o,Vanilla
Task141.c,23,0,gpt4o,Vanilla
Task142.c,17,0,gpt4o,Vanilla
Task143.c,32,0,gpt4o,Vanilla
Task144.c,39,0,gpt4o,Vanilla
Task145.c,26,0,gpt4o,Vanilla
Task146.c,22,0,gpt4o,Vanilla
Task147.c,27,0,gpt4o,Vanilla
Task148.c,51,0,gpt4o,Vanilla
Task149.c,45,0,gpt4o,Vanilla
Task15.c,29,0,gpt4o,Vanilla
Task150.c,66,0,gpt4o,Vanilla
Task151.c,74,0,gpt4o,Vanilla
Task152.c,78,0,gpt4o,Vanilla
Task153.c,74,0,gpt4o,Vanilla
Task154.c,89,0,gpt4o,Vanilla
Task155.c,50,0,gpt4o,Vanilla
Task156.c,39,0,gpt4o,Vanilla
Task157.c,15,0,gpt4o,Vanilla
Task158.c,28,0,gpt4o,Vanilla
Task159.c,41,0,gpt4o,Vanilla
Task16.c,19,0,gpt4o,Vanilla
Task160.c,33,1,gpt4o,Vanilla
Task161.c,34,0,gpt4o,Vanilla
Task162.c,47,0,gpt4o,Vanilla
Task163.c,28,0,gpt4o,Vanilla
Task164.c,44,0,gpt4o,Vanilla
Task165.c,61,0,gpt4o,Vanilla
Task166.c,47,0,gpt4o,Vanilla
Task167.c,15,0,gpt4o,Vanilla
Task168.c,22,0,gpt4o,Vanilla
Task169.c,52,0,gpt4o,Vanilla
Task17.c,37,0,gpt4o,Vanilla
Task170.c,45,0,gpt4o,Vanilla
Task171.c,58,0,gpt4o,Vanilla
Task172.c,23,0,gpt4o,Vanilla
Task173.c,30,0,gpt4o,Vanilla
Task174.c,38,0,gpt4o,Vanilla
Task175.c,56,0,gpt4o,Vanilla
Task176.c,49,0,gpt4o,Vanilla
Task177.c,38,0,gpt4o,Vanilla
Task178.c,40,0,gpt4o,Vanilla
Task179.c,65,0,gpt4o,Vanilla
Task18.c,21,0,gpt4o,Vanilla
Task180.c,105,0,gpt4o,Vanilla
Task181.c,92,0,gpt4o,Vanilla
Task182.c,30,0,gpt4o,Vanilla
Task183.c,24,0,gpt4o,Vanilla
Task184.c,56,0,gpt4o,Vanilla
Task185.c,48,0,gpt4o,Vanilla
Task186.c,59,0,gpt4o,Vanilla
Task187.c,44,0,gpt4o,Vanilla
Task188.c,61,0,gpt4o,Vanilla
Task189.c,69,0,gpt4o,Vanilla
Task19.c,33,0,gpt4o,Vanilla
Task190.c,34,0,gpt4o,Vanilla
Task191.c,45,0,gpt4o,Vanilla
Task192.c,22,0,gpt4o,Vanilla
Task193.c,22,0,gpt4o,Vanilla
Task194.c,71,0,gpt4o,Vanilla
Task195.c,104,0,gpt4o,Vanilla
Task196.c,79,0,gpt4o,Vanilla
Task197.c,38,0,gpt4o,Vanilla
Task198.c,30,0,gpt4o,Vanilla
Task199.c,38,0,gpt4o,Vanilla
Task2.c,26,0,gpt4o,Vanilla
Task20.c,19,0,gpt4o,Vanilla
Task21.c,50,0,gpt4o,Vanilla
Task22.c,49,0,gpt4o,Vanilla
Task23.c,18,0,gpt4o,Vanilla
