number,severity,weaknesses,tags,state,rule_id,tool,created_at,url
637,high,CWE-327|CWE-328|CWE-916,external/cwe/cwe-327|external/cwe/cwe-328|external/cwe/cwe-916|security,open,py/weak-sensitive-data-hashing,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/637
636,high,CWE-327|CWE-328|CWE-916,external/cwe/cwe-327|external/cwe/cwe-328|external/cwe/cwe-916|security,open,py/weak-sensitive-data-hashing,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/636
635,high,CWE-327|CWE-328|CWE-916,external/cwe/cwe-327|external/cwe/cwe-328|external/cwe/cwe-916|security,open,py/weak-sensitive-data-hashing,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/635
634,high,CWE-327|CWE-328|CWE-916,external/cwe/cwe-327|external/cwe/cwe-328|external/cwe/cwe-916|security,open,py/weak-sensitive-data-hashing,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/634
633,high,CWE-327|CWE-328|CWE-916,external/cwe/cwe-327|external/cwe/cwe-328|external/cwe/cwe-916|security,open,py/weak-sensitive-data-hashing,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/633
632,high,CWE-327|CWE-328|CWE-916,external/cwe/cwe-327|external/cwe/cwe-328|external/cwe/cwe-916|security,open,py/weak-sensitive-data-hashing,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/632
631,high,CWE-327|CWE-328|CWE-916,external/cwe/cwe-327|external/cwe/cwe-328|external/cwe/cwe-916|security,open,py/weak-sensitive-data-hashing,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/631
630,high,CWE-327|CWE-328|CWE-916,external/cwe/cwe-327|external/cwe/cwe-328|external/cwe/cwe-916|security,open,py/weak-sensitive-data-hashing,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/630
629,high,CWE-327|CWE-328|CWE-916,external/cwe/cwe-327|external/cwe/cwe-328|external/cwe/cwe-916|security,open,py/weak-sensitive-data-hashing,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/629
628,high,CWE-327|CWE-328|CWE-916,external/cwe/cwe-327|external/cwe/cwe-328|external/cwe/cwe-916|security,open,py/weak-sensitive-data-hashing,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/628
627,high,CWE-327|CWE-328|CWE-916,external/cwe/cwe-327|external/cwe/cwe-328|external/cwe/cwe-916|security,open,py/weak-sensitive-data-hashing,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/627
626,high,CWE-327|CWE-328|CWE-916,external/cwe/cwe-327|external/cwe/cwe-328|external/cwe/cwe-916|security,open,py/weak-sensitive-data-hashing,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/626
625,high,CWE-327|CWE-328|CWE-916,external/cwe/cwe-327|external/cwe/cwe-328|external/cwe/cwe-916|security,open,py/weak-sensitive-data-hashing,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/625
624,high,CWE-327|CWE-328|CWE-916,external/cwe/cwe-327|external/cwe/cwe-328|external/cwe/cwe-916|security,open,py/weak-sensitive-data-hashing,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/624
623,high,CWE-327|CWE-328|CWE-916,external/cwe/cwe-327|external/cwe/cwe-328|external/cwe/cwe-916|security,open,py/weak-sensitive-data-hashing,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/623
622,high,CWE-327|CWE-328|CWE-916,external/cwe/cwe-327|external/cwe/cwe-328|external/cwe/cwe-916|security,open,py/weak-sensitive-data-hashing,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/622
621,high,CWE-327|CWE-328|CWE-916,external/cwe/cwe-327|external/cwe/cwe-328|external/cwe/cwe-916|security,open,py/weak-sensitive-data-hashing,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/621
620,high,CWE-327|CWE-328|CWE-916,external/cwe/cwe-327|external/cwe/cwe-328|external/cwe/cwe-916|security,open,py/weak-sensitive-data-hashing,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/620
619,high,CWE-327|CWE-328|CWE-916,external/cwe/cwe-327|external/cwe/cwe-328|external/cwe/cwe-916|security,open,py/weak-sensitive-data-hashing,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/619
618,high,CWE-327|CWE-328|CWE-916,external/cwe/cwe-327|external/cwe/cwe-328|external/cwe/cwe-916|security,open,py/weak-sensitive-data-hashing,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/618
617,high,CWE-215|CWE-489,external/cwe/cwe-215|external/cwe/cwe-489|security,open,py/flask-debug,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/617
616,high,CWE-215|CWE-489,external/cwe/cwe-215|external/cwe/cwe-489|security,open,py/flask-debug,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/616
615,high,CWE-215|CWE-489,external/cwe/cwe-215|external/cwe/cwe-489|security,open,py/flask-debug,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/615
614,high,CWE-215|CWE-489,external/cwe/cwe-215|external/cwe/cwe-489|security,open,py/flask-debug,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/614
613,high,CWE-215|CWE-489,external/cwe/cwe-215|external/cwe/cwe-489|security,open,py/flask-debug,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/613
612,high,CWE-215|CWE-489,external/cwe/cwe-215|external/cwe/cwe-489|security,open,py/flask-debug,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/612
611,high,CWE-215|CWE-489,external/cwe/cwe-215|external/cwe/cwe-489|security,open,py/flask-debug,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/611
610,high,CWE-215|CWE-489,external/cwe/cwe-215|external/cwe/cwe-489|security,open,py/flask-debug,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/610
609,high,CWE-215|CWE-489,external/cwe/cwe-215|external/cwe/cwe-489|security,open,py/flask-debug,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/609
608,high,CWE-215|CWE-489,external/cwe/cwe-215|external/cwe/cwe-489|security,open,py/flask-debug,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/608
607,high,CWE-215|CWE-489,external/cwe/cwe-215|external/cwe/cwe-489|security,open,py/flask-debug,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/607
606,high,CWE-215|CWE-489,external/cwe/cwe-215|external/cwe/cwe-489|security,open,py/flask-debug,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/606
605,high,CWE-215|CWE-489,external/cwe/cwe-215|external/cwe/cwe-489|security,open,py/flask-debug,CodeQL,2025-10-27T21:30:41Z,https://github.com/mohsystem/llm-generated-code-python-paper3/security/code-scanning/605
